"region","townsize","gender","agecat","birthmonth","edcat","jobcat","union","empcat","retire","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","addresscat","cars","carown","cartype","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenurecat","carditems","card2items","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","total.card.spend"
"Zone 3","> 250,000","Female","50-64","January","College degree","Service","No","11 to 15","No","$25 - $49",10.4,3.66,1.44,"No","Neutral","Unmarried","Not married",1,3,0,0,0,0,0,0,3,"Rent","Multiple-Family","More than 25",4,"Own","Domestic","Economy","Yes","No","Car","Single occupancy",21,"Missing","Conservative","Yes","No","Yes","Mastercard","Gold","Other","No","More than 15","Visa","Other","Other","No","More than 15",10,4,"No","Oatmeal",58,"No",11.15,625.85,"Yes",26.75,1600.4,"No",0,0,"Yes",60.25,3220,"No",0,0,"No","No","No","None","Yes","No","No","Yes","No","Yes",21,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",220.63
"Zone 1","> 250,000","Female","18-24","February","High school degree","Agricultural and Natural Resources","No","Less than 2","No","Under $25",8.3,0.24,1.09,"Yes","Highly dissatisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","Less than 3",1,"Own","Import","Economy","No","No","Carpool","Multiple occupancy",24,"Missing","Liberal","No","No","Yes","Mastercard","Platinum","Other","Yes","Less than 2","Visa","Gold","Cash back","Yes","Less than 2",10,4,"Yes","Energy bar",20,"No",10.25,204.1,"Yes",19,374.5,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","Yes","No","Yes","No","Yes",16,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No",322.76
"Zone 1","> 250,000","Female",">65","March","College degree","Sales and Office","No","6 to 10","Yes","Under $25",20.4,1.68,1.18,"No","Somewhat dissatisfied","Married","College degree",2,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","More than 25",2,"Own","Import","Economy","No","Yes","Car","Single occupancy",25,"Missing","Moderate","No","No","Yes","Discover","Platinum","Other","No","More than 15","American Express","Gold","Cash back","No","More than 15",14,5,"No","Oatmeal",60,"No",27.1,1607.8,"No",0,0,"No",0,0,"Yes",16.5,1015,"No",0,0,"Yes","No","No","DSL","No","No","No","No","No","Yes",22,"Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No",487.57
"Zone 1","> 250,000","Male",">65","August","High school degree","Precision Production, Craft, Repair","No","More than 15","No","$125+",13.9,29.81,15.09,"Yes","Highly satisfied","Married","Did not complete high school",2,3,3,0,0,0,0,0,0,"Own","Single-family","More than 25",2,"Own","Domestic","Luxury","No","Yes","Car","Single occupancy",22,"Missing","Liberal","No","No","Yes","Discover","Gold","Cash back","No","More than 15","Visa","None","Airline miles","No","More than 15",9,10,"No","Oatmeal",72,"No",75.6,5375.2,"Yes",40,2882.85,"No",0,0,"Yes",50,3470,"No",0,0,"Yes","No","No","None","Yes","Yes","No","Yes","No","Yes",17,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",1368.65
"Zone 4","50,000-249,999","Male","35-49","October","College degree","Managerial and Professional","Yes","6 to 10","No","$25 - $49",6.8,0.89,1.97,"No","Somewhat dissatisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","4 to 7",3,"Lease","Domestic","Standard","Yes","No","Car","Single occupancy",22,"Missing","Slightly liberal","Yes","Yes","No","Other","Platinum","Cash back","No","2 to 5","Mastercard","Gold","Other","No","2 to 5",8,5,"No","Oatmeal",7,"No",4.45,30.55,"Yes",25,154.15,"No",0,0,"Yes",37.75,235,"Yes",20.55,118.3,"No","No","No","DSL","Yes","Yes","No","Yes","No","Yes",13,"Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes",196.4
"Zone 1","50,000-249,999","Male","18-24","November","Did not complete high school","Sales and Office","No","Less than 2","No","Under $25",17.4,0.68,1.59,"No","Highly dissatisfied","Married","Did not complete high school",5,1,0,1,0,0,0,0,0,"Own","Condominium/Townhouse","Less than 3",1,"Own","Domestic","Economy","No","Yes","Train/Subway","Public transportation",24,"Missing","Conservative","Yes","No","Yes","Visa","Other","Airline miles","No","Less than 2","Mastercard","Gold","Cash back","No","Less than 2",11,3,"Yes","Cereal",9,"No",2.1,24.55,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","Cable modem","No","No","No","No","No","Yes",14,"No","No","Yes","No","Yes","No","No","No","No","No","Yes","No",312.17
"Zone 5","2,500-9,999","Female","25-34","February","Post-undergraduate degree","Service","No","2 to 5","No","$50 - $74",5.8,1.42,2.75,"No","Somewhat satisfied","Unmarried","Not married",1,2,0,2,0,0,0,0,0,"Rent","Multiple-Family","4 to 7",4,"Own","Domestic","Standard","No","No","Car","Single occupancy",23,"Missing","Slightly conservative","No","Yes","Yes","Discover","Platinum","None","Yes","11 to 15","Mastercard","None","Airline miles","No","11 to 15",5,2,"No","Cereal",37,"No",9.85,380.75,"Yes",33.5,1245.05,"Yes",42.4,1504.35,"Yes",19.5,710,"Yes",41.8,1452.8,"Yes","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","Yes",11,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No",193.52
"Zone 3","2,500-9,999","Male","18-24","July","Some college","Managerial and Professional","Yes","Less than 2","No","$25 - $49",5.2,0.42,0.93,"No","Somewhat dissatisfied","Married","College degree",3,0,0,0,0,0,0,0,0,"Own","Single-family","Less than 3",4,"Own","Import","Economy","No","No","Car","Single occupancy",34,"Service","Moderate","No","No","Yes","Discover","Platinum","Airline miles","No","2 to 5","American Express","None","None","No","2 to 5",13,8,"No","Cereal",33,"No",13.6,445.55,"No",0,0,"Yes",36.55,1153.7,"Yes",24.25,775,"Yes",20.8,616.45,"Yes","Yes","No","Other","No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",460.19
"Zone 3","10,000-49,999","Female",">65","January","College degree","Managerial and Professional","No","More than 15","No","$125+",1.5,0.69,1.38,"No","Highly satisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","16 to 25",2,"Own","Import","Luxury","Yes","No","Walk","Non-motorized",26,"Convenience","Slightly conservative","Yes","No","Yes","Discover","Platinum","None","No","More than 15","American Express","None","Other","No","11 to 15",8,3,"Yes","Oatmeal",41,"No",19.3,765.05,"Yes",40.75,1660.75,"No",0,0,"Yes",25,960,"Yes",31.95,1376.8,"Yes","No","No","Cable modem","Yes","Yes","Yes","Yes","No","Yes",21,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No",515.81
"Zone 5","10,000-49,999","Male","35-49","May","Some college","Sales and Office","No","6 to 10","No","$50 - $74",0.8,0.12,0.42,"No","Neutral","Married","High school degree",2,7,0,0,0,0,0,0,7,"Own","Single-family","16 to 25",3,"Own","Domestic","Standard","No","No","Car","Single occupancy",28,"Missing","Conservative","Yes","No","No","Visa","None","Cash back","No","6 to 10","Discover","Platinum","Other","No","2 to 5",12,2,"Yes","Energy bar",10,"Yes",5.45,63.9,"Yes",22.75,236.05,"Yes",44.35,368.85,"Yes",13.75,115,"Yes",34.05,302.4,"No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No",385.24
"Zone 2","> 250,000","Male","35-49","June","Did not complete high school","Precision Production, Craft, Repair","No","6 to 10","No","$25 - $49",4,0.36,0.96,"No","Somewhat dissatisfied","Married","High school degree",3,0,0,0,0,0,0,0,0,"Own","Single-family","8 to 15",6,"Own","Import","Economy","Yes","No","Car","Single occupancy",19,"Prices","Slightly liberal","No","No","No","Visa","None","None","No","2 to 5","American Express","Other","None","No","2 to 5",11,8,"No","Cereal",6,"No",3.7,13.4,"Yes",19.25,102.7,"No",0,0,"Yes",29,155,"Yes",19.2,84.5,"No","No","No","Cable modem","Yes","Yes","Yes","Yes","No","Yes",19,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No",632.05
"Zone 2","> 250,000","Male","50-64","December","College degree","Sales and Office","No","2 to 5","No","$50 - $74",10.5,3.16,2.41,"No","Somewhat dissatisfied","Married","Did not complete high school",2,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","More than 25",2,"Own","Domestic","Standard","No","No","Car","Single occupancy",23,"Missing","Slightly liberal","No","Yes","No","Discover","Other","Airline miles","Yes","More than 15","American Express","None","None","No","11 to 15",5,8,"No","Cereal",50,"No",11.15,556.45,"Yes",18.5,893.4,"No",0,0,"Yes",14.5,635,"No",0,0,"Yes","Yes","No","None","Yes","No","Yes","Yes","No","Yes",20,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No",285.86
"Zone 2","10,000-49,999","Female","25-34","October","College degree","Managerial and Professional","No","2 to 5","No","$25 - $49",12,0.25,4.19,"No","Neutral","Married","College degree",4,5,0,0,0,0,0,0,5,"Own","Single-family","4 to 7",1,"Own","Import","Economy","No","Yes","Train/Subway","Public transportation",11,"Missing","Moderate","Yes","No","No","Mastercard","Gold","Airline miles","No","2 to 5","Discover","Platinum","Other","No","2 to 5",13,6,"No","Cereal",14,"Yes",3.35,42.95,"Yes",16.5,222.35,"Yes",39.85,509.65,"Yes",55.25,740,"Yes",34.2,452.9,"Yes","Yes","Yes","Cable modem","Yes","No","Yes","Yes","Yes","Yes",25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",568.91
"Zone 1","> 250,000","Female","50-64","April","Some college","Managerial and Professional","No","More than 15","No","$25 - $49",12.5,0.46,4.04,"No","Somewhat dissatisfied","Married","College degree",7,4,1,0,0,0,0,3,0,"Own","Condominium/Townhouse","16 to 25",3,"Own","Import","Economy","No","No","Car","Single occupancy",22,"Missing","Moderate","Yes","Yes","Yes","Mastercard","Platinum","None","Yes","More than 15","Visa","Gold","Airline miles","Yes","More than 15",11,6,"No","Cereal",61,"No",22.3,1334.2,"Yes",17,1010.3,"No",0,0,"Yes",12.5,730,"No",0,0,"Yes","No","No","None","Yes","No","No","Yes","No","Yes",13,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No",299.23
"Zone 2","50,000-249,999","Female","35-49","May","College degree","Sales and Office","No","Less than 2","No","$25 - $49",20.8,3.8,5.97,"Yes","Highly dissatisfied","Unmarried","Not married",3,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","8 to 15",2,"Own","Domestic","Economy","No","No","Car","Single occupancy",16,"Missing","Slightly conservative","No","No","No","Visa","Platinum","Other","No","11 to 15","Other","Gold","Other","No","6 to 10",10,1,"Yes","Energy bar",25,"Yes",9.15,235.35,"No",0,0,"Yes",29.25,678.65,"Yes",13.75,340,"No",0,0,"Yes","No","No","Other","No","No","No","No","Yes","Yes",21,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",211.6
"Zone 3","> 250,000","Male","50-64","August","Post-undergraduate degree","Sales and Office","No","2 to 5","No","$75 - $124",3.6,0.76,2.84,"No","Somewhat dissatisfied","Married","College degree",2,0,0,0,0,0,0,0,0,"Rent","Single-family","16 to 25",0,"N/A","N/A","N/A","N/A","Yes","Carpool","Multiple occupancy",19,"Missing","Slightly conservative","No","No","No","Discover","Gold","Cash back","No","More than 15","Visa","Platinum","None","No","More than 15",13,2,"No","Energy bar",50,"Yes",10.2,567.85,"Yes",33.25,1660.55,"Yes",89.35,4270.25,"Yes",93.5,4620,"Yes",97.65,5022.95,"Yes","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","Yes",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",404.77
"Zone 4","50,000-249,999","Female","18-24","July","College degree","Precision Production, Craft, Repair","No","Less than 2","No","Under $25",12,0.18,1.98,"No","Neutral","Unmarried","Not married",1,4,0,2,2,0,0,0,0,"Own","Single-family","Less than 3",0,"N/A","N/A","N/A","N/A","No","Walk","Non-motorized",38,"Missing","Moderate","No","No","No","Visa","Other","Cash back","Yes","2 to 5","Other","Other","Other","No","2 to 5",12,3,"No","Energy bar",30,"No",12.3,356.95,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","Dial-up","No","No","No","No","Yes","Yes",12,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",445.56
"Zone 3","10,000-49,999","Female","50-64","June","High school degree","Sales and Office","No","6 to 10","No","$75 - $124",11.5,4.76,6.63,"No","Somewhat dissatisfied","Married","Did not complete high school",2,0,0,0,0,0,0,0,0,"Own","Mobile Home","8 to 15",1,"Own","Import","Luxury","Yes","No","Walk","Non-motorized",17,"Missing","Moderate","No","No","Yes","Discover","Platinum","None","No","Less than 2","Visa","Other","Cash back","No","2 to 5",7,4,"No","Cereal",1,"Yes",4,4,"Yes",14,14,"No",0,0,"Yes",9.5,9.5,"No",0,0,"No","No","No","None","No","No","Yes","No","No","Yes",14,"No","Yes","Yes","No","No","No","No","No","No","No","No","Yes",194
"Zone 2","10,000-49,999","Male","25-34","November","High school degree","Managerial and Professional","No","2 to 5","No","$25 - $49",1.5,0.34,0.17,"No","Neutral","Married","High school degree",4,5,0,0,0,0,0,0,5,"Own","Single-family","8 to 15",2,"Own","Import","Standard","No","Yes","Car","Single occupancy",26,"Missing","Slightly liberal","Yes","No","No","American Express","None","Cash back","Yes","11 to 15","Mastercard","Other","Airline miles","No","11 to 15",11,5,"No","Cereal",51,"No",14.6,690.15,"No",0,0,"No",0,0,"Yes",6.75,295,"No",0,0,"No","No","No","DSL","No","No","No","No","Yes","Yes",23,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",847.76
"Zone 3","50,000-249,999","Male","35-49","August","Some college","Sales and Office","No","2 to 5","No","$25 - $49",17.4,0.42,6.02,"No","Neutral","Married","High school degree",2,6,2,0,0,0,0,0,4,"Own","Single-family","8 to 15",2,"Own","Import","Economy","Yes","No","Train/Subway","Public transportation",18,"Missing","Moderate","Yes","No","Yes","Discover","Gold","None","No","More than 15","American Express","Platinum","Other","No","11 to 15",7,3,"Yes","Energy bar",31,"No",5.85,183.45,"No",0,0,"No",0,0,"Yes",6.25,205,"No",0,0,"Yes","No","No","None","No","No","No","No","Yes","Yes",21,"Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No",204.41
"Zone 2","2,500-9,999","Female","50-64","April","College degree","Precision Production, Craft, Repair","No","More than 15","No","$125+",2.4,2.83,3.34,"No","Highly satisfied","Unmarried","Not married",1,2,0,2,0,0,0,0,0,"Rent","Multiple-Family","More than 25",0,"N/A","N/A","N/A","N/A","No","Walk","Non-motorized",28,"Missing","Liberal","No","No","Yes","Discover","None","Cash back","No","More than 15","Mastercard","Platinum","None","No","More than 15",16,4,"No","Oatmeal",72,"No",69.4,5018.1,"Yes",23.25,1680.6,"No",0,0,"Yes",37.75,2680,"Yes",36.55,2650.8,"Yes","No","Yes","Other","Yes","Yes","Yes","Yes","No","Yes",18,"Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No",426.24
"Zone 3","2,500-9,999","Male","50-64","September","Some college","Sales and Office","No","2 to 5","No","$25 - $49",15.2,0.35,4.21,"No","Highly dissatisfied","Unmarried","Not married",2,0,0,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",3,"Own","Domestic","Economy","No","No","Car","Single occupancy",20,"Missing","Moderate","No","Yes","Yes","Discover","Other","Cash back","Yes","2 to 5","Mastercard","None","None","No","Less than 2",13,5,"Yes","Oatmeal",5,"No",3.6,22.5,"No",0,0,"Yes",28.35,100.65,"Yes",19.25,70,"No",0,0,"No","No","No","DSL","No","Yes","Yes","No","Yes","Yes",20,"Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No",318.2
"Zone 4","2,500-9,999","Female",">65","July","College degree","Sales and Office","Yes","Less than 2","Yes","Under $25",17.8,0.24,2.43,"No","Highly dissatisfied","Married","Some college",2,2,0,2,0,0,0,0,0,"Own","Mobile Home","More than 25",3,"Own","Import","Economy","Yes","No","Car","Single occupancy",23,"Missing","Slightly liberal","No","No","Yes","Discover","Gold","Airline miles","No","More than 15","American Express","Gold","Other","Yes","11 to 15",5,6,"Yes","Oatmeal",46,"Yes",7.75,361.7,"Yes",18.75,899.45,"No",0,0,"No",0,0,"Yes",32.2,1450.95,"Yes","No","Yes","Dial-up","Yes","Yes","Yes","Yes","Yes","Yes",23,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No",227.75
"Zone 2","10,000-49,999","Female","25-34","May","College degree","Managerial and Professional","No","2 to 5","No","$25 - $49",11.9,0.54,2.67,"No","Somewhat dissatisfied","Married","High school degree",2,10,2,1,0,0,0,7,0,"Own","Single-family","8 to 15",2,"Own","Import","Economy","No","Yes","Walk","Non-motorized",32,"Missing","Moderate","No","No","Yes","American Express","Gold","Other","No","11 to 15","Discover","Platinum","Cash back","No","11 to 15",11,5,"Yes","Energy bar",35,"No",14.5,463,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"Yes","Yes","No","Cable modem","No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",764.81
"Zone 3","2,500-9,999","Female",">65","January","Did not complete high school","Sales and Office","No","More than 15","Yes","Under $25",8.1,0.58,0.64,"No","Somewhat dissatisfied","Married","Did not complete high school",2,13,0,1,2,0,0,0,10,"Rent","Multiple-Family","16 to 25",2,"Lease","Domestic","Economy","No","Yes","Walk","Non-motorized",23,"Missing","Moderate","No","No","No","Visa","Other","Airline miles","No","More than 15","Mastercard","Platinum","Cash back","No","11 to 15",12,3,"No","Oatmeal",45,"No",6.85,302.45,"No",0,0,"No",0,0,"Yes",14.75,585,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",24,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",198.19
"Zone 2","2,500-9,999","Female","35-49","March","College degree","Managerial and Professional","No","6 to 10","No","$25 - $49",24.8,1.21,6.48,"Yes","Neutral","Married","Did not complete high school",4,0,0,0,0,0,0,0,0,"Own","Single-family","16 to 25",4,"Lease","Domestic","Economy","Yes","No","Car","Single occupancy",23,"Missing","Conservative","Yes","No","No","American Express","Platinum","Other","No","More than 15","Visa","Gold","None","No","More than 15",8,8,"No","Cereal",39,"No",17.55,620.8,"No",0,0,"Yes",29.1,1139.85,"Yes",10,355,"No",0,0,"Yes","No","No","DSL","No","No","No","No","No","Yes",16,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes",664.37
"Zone 4","2,500-9,999","Male","25-34","July","College degree","Managerial and Professional","No","2 to 5","No","$50 - $74",3.1,1.47,0.76,"No","Somewhat dissatisfied","Married","Some college",7,1,0,1,0,0,0,0,0,"Own","Condominium/Townhouse","4 to 7",4,"Own","Domestic","Standard","Yes","No","Car","Single occupancy",25,"Missing","Slightly liberal","Yes","Yes","No","Discover","None","Other","No","6 to 10","American Express","Gold","Other","No","6 to 10",6,3,"Yes","Cereal",50,"No",6.15,336.2,"Yes",30.5,1513.85,"Yes",41.4,2160.35,"Yes",21.25,1105,"Yes",27.6,1404.05,"No","Yes","Yes","Cable modem","Yes","No","Yes","Yes","Yes","Yes",23,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",347.24
"Zone 5","50,000-249,999","Female","25-34","November","College degree","Sales and Office","No","Less than 2","No","$50 - $74",7.9,1.03,4.5,"Yes","Highly dissatisfied","Unmarried","Not married",1,2,2,0,0,0,0,0,0,"Own","Single-family","4 to 7",3,"Own","Import","Standard","No","No","Car","Single occupancy",22,"Missing","Moderate","No","No","No","American Express","None","Cash back","No","2 to 5","Visa","Other","Cash back","Yes","2 to 5",9,3,"No","Energy bar",5,"Yes",2.45,9.3,"No",0,0,"No",0,0,"Yes",21.5,65,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",24,"Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No",517.89
